company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,city,state,region
Indiana University Health,Healthcare,Nurse,2,3.0,"May 22, 2022",Cares more about the bottom dollar,Nurse practitioner,"Current employee, more than 1 year","Carmel, IN",,,,Great healthcare system for patients.,Not loyal to their employees.,,,
Indiana University Health,Healthcare,Nurse,2,3.0,"May 11, 2022",Pretty Good,Nurse practitioner,Current employee,"Indianapolis, IN",,,,Caring coworkers and advanced and leading edge care,Pay scale is sub par- no development ladder to supplement pay scale- hard to make progress and changes in department due to excessive administrative hurdles and administration and hierarchy is confusing,,,
Indiana University Health,Healthcare,Nurse,2,5.0,"Apr 23, 2022",FNP IU Health,Nurse practitioner,"Current employee, more than 10 years",,positive,neutral,positive,Excellent coworkers. High acuity of patients is challenging.,Rotating shifts can be exhausting at times and is difficult for some employees.,,,
Indiana University Health,Healthcare,Nurse,3,5.0,"Apr 7, 2022",Good benefits,Nurse practitioner,"Former employee, more than 1 year",,positive,positive,positive,Well respected company and not too metrics focused,Low pay for local area,,,
Indiana University Health,Healthcare,Nurse,3,2.0,"Mar 22, 2022",High volume caseload,Nurse practitioner,Current employee,,,,,University town location desirable and convenient,Chronic understaffing for all providers,,,
Indiana University Health,Healthcare,Nurse,3,4.0,"Mar 20, 2022",Love my job,Nurse practitioner,Current employee,"Muncie, IN",,,,Wonderful staff. They truly care about patients.,Takes a while to get changes to go through since part of large organization,,,
Indiana University Health,Healthcare,Nurse,3,4.0,"May 19, 2021",4 Stars,Nurse practitioner,Current employee,"Indianapolis, IN",,,,"Encouraging, Great Physicians to Work Under",Overly concerned with check lists and paper driven care at times,,,
Indiana University Health,Healthcare,Nurse,3,5.0,"Nov 11, 2020",.....,Nurse practitioner,Current employee,"Tipton, IN",,,,"Knowledgeable, high quality, great staff",I don’t have any negative comments,,,
Indiana University Health,Healthcare,Nurse,4,4.0,"Jan 19, 2016",Great Experience,Nurse practitioner,"Former employee, more than 1 year","Bloomington, IN",positive,,positive,"I worked for the Southern Indiana Physicians division of IU Health System and had an excellent experience regarding my direct supervisors. She was approachable, accessible, and responsive to my concerns. I was paid well and felt valued and respected.","As with any big corporations, there were sometimes some issues with policies, but overall no major cons.",,,
Indiana University Health,Healthcare,Nurse,4,1.0,"Oct 18, 2013",Nurse Practitioners are not valued,Nurse practitioner,"Former employee, more than 1 year","Indianapolis, IN",negative,,negative,"Good Nurse Practitioner colleagues to network with, interesting patient mix, fairly good cafeteria, many different specialty NPs to learn from, everyone feeling like they are in the same boat.","Nurse Practitioners are not treated like professionals. They are expendable. This is a medical dominant system, in which the many NPs are largely invisible. Salary and benefits are not commensurate with expertise and responsibility. NPs have no authority to do the right thing. This is an extremely patriarchial and hierarchical system. Non MD staffing, both professional and non professional, are frequently laid to increase profit margins.",,,
SSM Health,Healthcare,Nurse,1,2.0,"Aug 13, 2025",Wild wild west,Nurse practitioner,"Current employee, more than 5 years","Saint Louis, MO",negative,negative,negative,Pay is competitive Quick advancement,"Lack of positive culture No initiative to make the nursing care better Fall back on the ""this is the way we've always done it"" mentality Pat themselves on the back for doing nothing No shared revenue with APP's Utter lack of direction",,,
SSM Health,Healthcare,Nurse,1,5.0,"Apr 11, 2025",Good experience,Nurse practitioner,Current employee,"Centralia, IL",positive,,,Paid every other week,Pay could be a bit better,,,
SSM Health,Healthcare,Nurse,1,3.0,"Jan 7, 2025",low pay,Nurse practitioner,"Current employee, more than 1 year","Fond du Lac, WI",,,,good benefits. no incentives when short,no incentives when short. no apreciation,,,
SSM Health,Healthcare,Nurse,1,3.0,"Dec 12, 2024",Corporate Changes,Nurse practitioner,"Former employee, more than 8 years","Madison, WI",positive,neutral,neutral,Great co-workers,Too much focus on productivity and EPIC,,,
SSM Health,Healthcare,Nurse,1,3.0,"Jun 22, 2024",Watch out,Nurse practitioner,"Current employee, more than 10 years","Saint Louis, MO",negative,neutral,negative,Great coworkers to work with,Managers who do not consider NP providers.,,,
SSM Health,Healthcare,Nurse,2,4.0,"May 27, 2024",Great patient care teams,Nurse practitioner,"Current employee, more than 3 years","Mount Vernon, IL",,,,"Teams. Variety of patients. Great support for RT, pharmacy, radiology, and charge nurses. Accessible collaborating physicians.",Variable leadership. Communication. Flexibility. PTO. Culture has declined since COVID.,,,
SSM Health,Healthcare,Nurse,2,5.0,"Jan 14, 2024",Great place to work,Nurse practitioner,"Current employee, more than 1 year","Fond du Lac, WI",,,,Very supportive approach. They focus on quality care.,I really don't have any complaints.,,,
SSM Health,Healthcare,Nurse,2,4.0,"Sep 20, 2023",Nurse Practitioner,Nurse practitioner,Current employee,,positive,,,"They have good benefits, good patients",They offer average pay and poor communication at times,,,
SSM Health,Healthcare,Nurse,2,1.0,"Dec 2, 2022",NP Review,Nurse practitioner,"Former employee, more than 8 years","Saint Louis, MO",negative,neutral,neutral,I cannot think of any good thing to say,"They do not have any regards for their Nurse Practitioners who worked in the Express Clinics. They were required to do everything including clean your own clinic. The micromanagement was unbelievable. When COVID hit, they were all easily laid off",,,
SSM Health,Healthcare,Nurse,2,3.0,"Aug 8, 2022",ok,Nurse practitioner,Current employee,,,,,supposed to be competitive pay,expected to perform like MD without the pay,,,
SSM Health,Healthcare,Nurse,3,2.0,"May 26, 2022",Learned so much,Nurse practitioner,"Former employee, more than 3 years",,,,,"Great colleagues, wonderful clinic space, amazing patients and families","Lack of support, long hours",,,
SSM Health,Healthcare,Nurse,3,3.0,"Jan 7, 2022","Hectic, tough work, independent",Nurse practitioner,"Former employee, more than 8 years",,,,,Able to work independently Colleagal Workmates Ongoing client relationships They handled Covid issues well,"Too corporate in focus Management is remote, poor connection Schedule too hectic, treadmill No networking time with colleagues",,,
SSM Health,Healthcare,Nurse,3,4.0,"Aug 3, 2021",Management,Nurse practitioner,"Current employee, less than 1 year","Saint Louis, MO",,,,Upper management is great and the department works well as a team.,Direct line manager is not qualified to be a manager. She has no management skills which is having a negative effect on department.,,,
SSM Health,Healthcare,Nurse,3,1.0,"Jul 22, 2021",Nurse Practitioner,Nurse practitioner,Former employee,,negative,negative,negative,I don't really have any positivething to say,They will make you clean your own office. They do not value their NPs. You get promoted only if you know somebody at the top.,,,
SSM Health,Healthcare,Nurse,3,5.0,"Jun 24, 2021",Nurse practitioner,Nurse practitioner,Current employee,"Oklahoma City, OK",,,,Great company and benefits for full time employees.,I cannot think of any cons,,,
SSM Health,Healthcare,Nurse,4,5.0,"Mar 16, 2021",Competitive benefits,Nurse practitioner,Current employee,,,,,"Competitive benefits including PTO, paid maternity leave, dental/health, retirement matching",Leadership could be better; seems disorganized.,,,
SSM Health,Healthcare,Nurse,4,4.0,"Feb 1, 2021",Good Employer,Nurse practitioner,Former employee,,,,,Fostered a welcoming family envornment,Pay was on the lower end compared hospitals of the same position,,,
SSM Health,Healthcare,Nurse,4,4.0,"Jan 31, 2021",Team Oriented,Nurse practitioner,"Current employee, more than 3 years",,positive,neutral,neutral,Clinical staff members are very team oriented and provide great support system.,Leadership sometimes places more focus on numerical matrix instead of employee engagement.,,,
SSM Health,Healthcare,Nurse,4,4.0,"Jan 12, 2021",Good place to work,Nurse practitioner,Current employee,"Tulsa, OK",positive,,positive,It’s a wonderful place for nurses to learn.,The facility could do a better job in fostering interdepartmental relations,,,
SSM Health,Healthcare,Nurse,4,5.0,"Oct 28, 2020",Great place to work,Nurse practitioner,"Current employee, more than 1 year",,positive,positive,positive,"Work life balance good, well supported, works with employees when help is needed","Hours can be long, working alone with no help can be difficult",,,
SSM Health,Healthcare,Nurse,5,5.0,"Mar 29, 2019",Great place to work,Nurse practitioner,"Current employee, more than 3 years",,positive,positive,positive,Truly cares about patients and outcomes.,None at this time,,,
SSM Health,Healthcare,Nurse,5,2.0,"Aug 2, 2018",Look for work elsewhere,Nurse practitioner,"Former employee, more than 3 years",,negative,negative,negative,"Some colleagues, patients...that's about it.","Unrealistic demands during the work day, and simply not enough time to complete them. Feels very administrative and corporate, like patient care is not a priority, but rather finances are. Terrible work life balance, and everyone is burning out. No extra compensation though work demands are unrealistic. 60+ hour work weeks. Physicians only want advanced practitioners for in-basket coverage.",,,
CHRISTUS Health,Healthcare,Nurse,1,4.0,"Apr 30, 2026",Great resources but pressure to meet metrics,Nurse practitioner,Former employee,"Athens, TX",,,,Great Resources and I loved my patients.,Pressure about meeting metrics each month.,,,
CHRISTUS Health,Healthcare,Nurse,1,2.0,"Aug 22, 2025",Don’t work there,Nurse practitioner,"Former employee, more than 5 years","Texarkana, TX",negative,negative,negative,At one time good benefits,Since Trinity stepped in to take over it is not great place to work,,,
CHRISTUS Health,Healthcare,Nurse,1,2.0,"Apr 11, 2025",For profit health care,Nurse practitioner,Former employee,"Santa Fe, NM",,,,Typical for healthcare - the other employees are great.,Admin doesn’t listen to their employees at all,,,
CHRISTUS Health,Healthcare,Nurse,1,4.0,"May 12, 2024",good place to work,Nurse practitioner,Current employee,,positive,neutral,positive,"clean, easy to schedule work days",heavy work load not enough people,,,
